1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.107,0.042,0.107,0.705,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.041,0.708,0.23,0.016,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.152,0.3,0.345,0.2,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.6,0.347,0.051,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.141,0.311,0.497,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.102,0.347,0.33,0.128,0.058,0.017,0.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.001,0.06,0.286,0.31,0.247,0.063,0.029,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.026,0.036,0.131,0.224,0.296,0.195,0.057,0.027,0.006,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.003,0.012,0.053,0.102,0.184,0.121,0.141,0.116,0.081,0.071,0.048,0.031,0.014,0.009,0.009,0.001,0.003,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.005,0.013,0.086,0.141,0.205,0.261,0.134,0.082,0.053,0.014,0.003,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.007,0.039,0.082,0.184,0.223,0.16,0.155,0.075,0.046,0.015,0.01,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.062,0.084,0.117,0.156,0.13,0.092,0.072,0.063,0.055,0.054,0.035,0.024,0.015,0.017,0.013,0.007,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.003,0.023,0.031,0.038,0.076,0.124,0.183,0.141,0.106,0.078,0.062,0.049,0.03,0.024,0.013,0.005,0.005,0.003,0.002,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.001,0.003,0.017,0.073,0.121,0.155,0.146,0.161,0.122,0.071,0.056,0.036,0.015,0.01,0.006,0.002,0.003,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.002,0.017,0.014,0.021,0.019,0.023,0.054,0.065,0.054,0.078,0.088,0.112,0.089,0.072,0.072,0.046,0.037,0.028,0.024,0.028,0.011,0.009,0.003,0.007,0.003,0.003,0.006,0.004,0.002,0.002,0,0.002,0,0.002,0,0.003
0,0,0,0,0,0,0,0,0,0,0.002,0.013,0.05,0.119,0.156,0.162,0.137,0.122,0.092,0.054,0.03,0.037,0.009,0.004,0.005,0.002,0.002,0.001,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0.009,0.023,0.027,0.037,0.051,0.05,0.058,0.052,0.059,0.053,0.064,0.057,0.055,0.038,0.045,0.047,0.035,0.025,0.041,0.03,0.029,0.023,0.025,0.031,0.031
